Date,Tmax_1,Tmin_1,Tavg_1,Tdepart,Tdew_point_1,Twet_bulb_1,HeatDegDay_1,CoolDegDay_1,Sunrise,Sunset,PrecipTotal_1,StnPressure_1,Wind_ResultSpeed_1,Wind_ResultDir_1,Wind_AvgSpeed_1,WeatherCode_BR_1,WeatherCode_DZ_1,WeatherCode_HZ_1,WeatherCode_NONE_1,WeatherCode_RA_1,WeatherCode_TS_1,WeatherCode_TSRA_1,Tmax_2,Tmin_2,Tavg_2,Tdew_point_2,Twet_bulb_2,HeatDegDay_2,CoolDegDay_2,PrecipTotal_2,StnPressure_2,Wind_ResultSpeed_2,Wind_ResultDir_2,Wind_AvgSpeed_2,WeatherCode_BR_2,WeatherCode_DZ_2,WeatherCode_HZ_2,WeatherCode_NONE_2,WeatherCode_RA_2,WeatherCode_TS_2,WeatherCode_TSRA_2
2011-05-09,73,47,60,4,45,53,5,0,438,1858,0.005,29.15,14.3,11,14.7,0,0,0,0,1,0,0,74,51,63,46,55,2,0,0.005,29.21,15.3,12,15.6,0,0,0,1,0,0,0
2011-05-10,90,62,76,20,61,66,0,11,437,1859,0.0,29.0,6.2,14,8.6,0,0,0,1,0,0,0,91,64,78,60,66,0,13,0.0,29.06,7.3,17,8.6,0,0,1,0,0,0,0
2011-05-11,87,63,75,18,66,68,0,10,436,1900,0.13,29.1,3.5,14,6.6,1,0,1,0,0,1,1,88,67,78,65,69,0,13,0.28,29.16,4.4,14,6.4,1,0,1,0,0,0,0
2011-05-12,86,58,72,15,63,66,0,7,435,1901,0.29,29.08,5.6,19,8.1,1,0,0,0,0,1,1,87,63,75,61,66,0,10,0.02,29.13,4.3,19,7.4,1,0,1,0,0,1,0
2011-05-13,77,47,62,4,54,56,3,0,434,1902,0.02,29.0,10.1,3,11.0,1,0,0,0,1,0,0,77,47,62,54,57,3,0,0.01,29.07,10.5,1,11.5,0,0,0,1,0,0,0
2011-05-14,53,45,49,-9,47,48,16,0,433,1903,0.31,29.01,16.7,2,16.9,1,0,0,0,1,0,0,51,46,49,46,47,16,0,0.43,29.05,17.0,1,17.2,1,1,0,0,1,0,0
2011-05-15,46,41,44,-14,36,41,21,0,432,1904,0.31,29.15,21.4,2,21.4,1,0,0,0,1,0,0,48,42,45,38,42,20,0,0.37,29.19,18.8,1,18.9,1,0,0,0,1,0,0
2011-05-16,52,37,45,-14,30,40,20,0,431,1905,0.0,29.28,13.5,2,13.9,0,0,0,1,0,0,0,53,40,47,31,40,18,0,0.0,29.34,13.9,1,14.1,0,0,0,1,0,0,0
2011-05-17,60,40,50,-9,33,43,15,0,430,1906,0.0,29.21,12.2,3,12.7,0,0,0,1,0,0,0,60,40,50,35,44,15,0,0.0,29.27,13.1,2,13.6,0,0,0,1,0,0,0
2011-05-18,57,49,53,-7,48,49,12,0,429,1907,0.07,29.16,6.2,2,7.1,1,1,0,0,1,0,0,61,50,56,49,51,9,0,0.03,29.21,6.6,1,7.0,1,0,1,0,1,0,0
2011-05-19,72,49,61,1,53,56,4,0,428,1908,0.0,29.29,3.6,2,5.8,1,0,1,0,0,0,0,73,50,62,53,55,3,0,0.0,29.36,3.0,2,5.0,1,0,1,0,0,0,0
2011-05-20,73,50,62,1,54,57,3,0,427,1909,0.0,29.3,5.5,6,6.0,1,0,0,0,0,0,0,72,50,61,53,56,4,0,0.0,29.36,5.4,7,6.2,1,0,0,0,0,0,0
2011-05-21,75,50,63,2,59,62,2,0,426,1910,0.01,29.13,7.0,15,8.1,1,0,0,0,0,0,0,76,51,64,59,62,1,0,0.005,29.2,8.1,15,9.0,0,0,1,0,0,0,0
2011-05-22,87,61,74,13,60,64,0,9,425,1911,0.58,28.95,10.3,19,11.4,1,0,0,0,1,0,1,88,65,77,59,65,0,12,0.12,29.02,11.2,18,11.6,0,0,0,0,0,0,1
2011-05-23,79,60,70,9,59,64,0,5,425,1912,0.005,28.92,10.0,25,11.3,0,0,0,1,0,0,0,80,65,73,59,64,0,8,0.005,28.98,11.3,24,12.5,0,0,0,1,0,0,0
2011-05-24,66,47,57,-5,47,51,8,0,424,1913,0.11,29.15,12.0,4,12.4,0,0,0,1,0,0,0,69,48,59,47,53,6,0,0.01,29.21,11.1,3,11.5,0,0,0,1,0,0,0
2011-05-25,67,47,57,-5,52,53,8,0,423,1914,2.24,28.92,10.7,3,11.7,1,0,0,0,1,0,1,75,49,62,53,55,3,0,1.9,28.97,7.8,3,10.1,1,0,0,0,1,0,1
2011-05-26,49,43,46,-16,40,43,19,0,422,1915,1.06,29.15,17.7,2,17.8,1,0,0,0,1,0,0,50,43,47,40,43,18,0,0.61,29.19,18.8,1,18.9,1,0,0,0,1,0,0
2011-05-27,58,40,49,-13,41,46,16,0,422,1916,0.005,29.21,7.3,5,8.7,0,0,0,0,1,0,0,58,42,50,41,46,15,0,0.01,29.27,6.6,4,8.0,0,0,0,0,1,0,0
2011-05-28,62,51,57,-6,55,55,8,0,421,1916,0.12,29.1,6.0,18,6.7,1,0,0,0,1,0,0,64,52,58,55,57,7,0,0.23,29.16,4.4,18,5.8,1,1,1,0,1,0,1
2011-05-29,70,52,61,-3,59,60,4,0,421,1917,1.88,29.16,3.6,11,5.7,1,0,0,0,1,1,0,72,57,65,60,61,0,0,0.92,29.23,3.6,11,6.6,1,0,0,0,1,0,1
2011-05-30,88,56,72,8,65,69,0,7,420,1918,0.0,29.26,12.4,20,12.8,0,0,0,1,0,0,0,90,65,78,65,70,0,13,0.0,29.33,11.2,19,11.6,0,0,0,1,0,0,0
2011-05-31,85,69,77,13,64,68,0,12,420,1919,0.08,29.34,12.4,22,13.2,0,0,0,0,0,1,0,88,69,79,65,70,0,14,0.005,29.41,12.4,22,13.2,0,0,0,0,1,0,0
2011-06-01,81,59,70,6,49,59,0,5,419,1920,0.0,29.44,10.7,27,10.5,0,0,0,1,0,0,0,82,63,73,49,59,0,8,0.0,29.51,11.5,26,11.5,0,0,0,1,0,0,0
2011-06-02,69,56,63,-1,44,53,2,0,419,1920,0.02,29.45,9.0,6,9.4,0,0,0,0,1,0,0,69,57,63,45,53,2,0,0.005,29.51,8.9,6,9.6,0,0,0,0,1,0,0
2011-06-03,87,55,71,7,62,67,0,6,418,1921,0.01,29.31,10.8,17,11.5,0,0,0,1,0,0,0,88,57,73,61,67,0,8,0.18,29.37,10.0,16,10.6,0,0,0,0,1,0,0
2011-06-04,92,64,78,14,64,68,0,13,418,1922,0.18,29.31,1.4,26,8.5,0,0,0,0,0,0,1,91,67,79,64,69,0,14,0.5,29.38,3.0,26,8.1,0,0,0,1,0,0,0
2011-06-05,85,60,73,8,55,62,0,8,417,1923,0.005,29.36,3.1,7,5.4,0,0,0,1,0,0,0,84,63,74,55,62,0,9,0.01,29.41,2.7,8,5.0,0,0,0,1,0,0,0
2011-06-06,93,60,77,11,64,69,0,12,417,1923,0.0,29.15,8.5,20,9.7,0,0,0,1,0,0,0,94,62,78,63,69,0,13,0.0,29.22,7.8,20,8.6,0,0,0,1,0,0,0
2011-06-07,96,75,86,20,65,72,0,21,417,1924,0.0,29.11,10.3,23,10.6,0,0,0,1,0,0,0,96,77,87,64,72,0,22,0.0,29.18,9.7,23,10.1,0,0,0,1,0,0,0
2011-06-08,95,66,81,15,64,71,0,16,417,1925,0.17,29.13,11.6,24,13.4,0,0,0,0,0,0,1,96,67,82,63,71,0,17,0.69,29.2,9.3,23,12.1,1,0,0,0,0,0,1
2011-06-09,69,50,60,-6,52,55,5,0,416,1925,0.93,29.28,8.0,4,12.5,1,0,0,0,1,0,1,69,52,61,54,56,4,0,2.17,29.34,7.0,4,12.0,1,0,0,0,0,0,1
2011-06-10,69,51,60,-7,56,57,5,0,416,1926,0.52,29.21,6.4,3,8.0,1,0,1,0,1,0,0,71,51,61,56,58,4,0,0.44,29.26,6.1,1,7.5,1,0,1,0,0,1,1
2011-06-11,62,52,57,-10,54,55,8,0,416,1926,0.03,29.24,4.7,5,5.7,1,1,0,0,1,0,0,65,53,59,54,56,6,0,0.1,29.29,5.4,2,5.8,1,1,0,0,1,0,1
2011-06-12,64,50,57,-11,45,52,8,0,416,1927,0.0,29.38,8.3,3,8.9,1,0,0,0,0,0,0,64,51,58,45,52,7,0,0.0,29.44,9.4,2,9.9,0,0,0,1,0,0,0
2011-06-13,72,54,63,-5,43,53,2,0,416,1927,0.0,29.39,7.5,6,7.8,0,0,0,1,0,0,0,71,56,64,43,53,1,0,0.0,29.44,8.0,6,8.7,0,0,0,1,0,0,0
2011-06-14,77,53,65,-3,49,56,0,0,416,1928,0.0,29.25,7.8,9,8.6,0,0,0,1,0,0,0,77,58,68,49,57,0,3,0.0,29.31,7.8,9,8.3,0,0,0,1,0,0,0
2011-06-15,71,57,64,-4,59,61,1,0,416,1928,0.8,29.0,9.2,15,11.2,1,0,0,0,1,0,1,72,57,65,59,62,0,0,0.84,29.07,8.4,16,11.2,1,0,0,0,1,0,1
2011-06-16,81,61,71,2,59,63,0,6,416,1929,0.04,29.05,5.5,29,7.5,1,0,0,0,1,0,0,81,62,72,59,63,0,7,0.03,29.12,6.6,26,9.1,1,0,0,0,1,0,0
2011-06-17,82,60,71,2,60,64,0,6,416,1929,0.0,29.13,5.8,6,6.6,0,0,0,1,0,0,0,82,64,73,60,65,0,8,0.0,29.18,5.3,7,6.2,0,0,0,1,0,0,0
2011-06-18,84,61,73,3,62,65,0,8,416,1929,0.0,29.1,4.6,6,6.4,0,0,0,1,0,0,0,83,63,73,62,66,0,8,0.0,29.16,4.5,8,6.4,0,0,0,1,0,0,0
2011-06-19,81,63,72,2,65,68,0,7,416,1930,0.0,29.03,4.1,11,5.2,0,0,0,1,0,0,0,83,65,74,65,69,0,9,0.0,29.08,3.7,14,4.9,1,0,0,0,0,0,0
2011-06-20,79,65,72,2,67,69,0,7,416,1930,0.18,29.01,6.2,16,8.1,1,0,0,0,1,0,1,80,69,75,67,69,0,10,1.23,29.07,8.0,16,9.5,1,0,0,0,0,0,1
2011-06-21,89,66,78,8,70,72,0,13,416,1930,0.45,28.92,11.5,18,12.1,1,0,0,0,1,0,0,89,69,79,70,73,0,14,0.08,28.98,11.0,18,11.8,1,0,0,0,1,0,1
2011-06-22,73,64,69,-1,63,65,0,4,417,1931,0.02,28.89,12.6,21,13.4,0,0,0,0,1,0,0,75,66,71,62,65,0,6,0.02,28.95,12.9,21,13.4,0,0,0,1,0,0,0
2011-06-23,71,62,67,-3,59,62,0,2,417,1931,0.01,28.9,11.4,26,12.7,1,0,0,0,1,0,0,72,63,68,60,63,0,3,0.05,28.96,12.6,26,13.5,1,0,0,0,1,0,0
2011-06-24,68,60,64,-7,56,59,1,0,417,1931,0.0,29.08,9.4,29,9.6,0,0,0,1,0,0,0,68,60,64,55,59,1,0,0.0,29.13,8.5,29,8.7,0,0,0,1,0,0,0
2011-06-25,79,58,69,-2,53,60,0,4,417,1931,0.0,29.21,2.5,10,4.6,0,0,0,1,0,0,0,78,61,70,52,60,0,5,0.005,29.28,3.9,9,5.8,0,0,0,0,1,0,0
2011-06-26,81,57,69,-2,53,60,0,4,418,1931,0.0,29.23,5.8,9,6.9,0,0,0,1,0,0,0,80,64,72,53,61,0,7,0.0,29.28,6.5,9,7.0,0,0,0,1,0,0,0
2011-06-27,81,65,73,2,63,67,0,8,418,1931,0.03,29.08,6.9,21,10.8,0,0,1,0,1,0,0,80,67,74,64,67,0,9,0.14,29.15,6.4,21,9.2,1,0,0,0,1,0,0
2011-06-28,81,63,72,1,54,61,0,7,419,1931,0.0,29.28,9.1,30,9.6,0,0,0,1,0,0,0,81,65,73,53,61,0,8,0.0,29.34,7.2,30,8.6,0,0,0,1,0,0,0
2011-06-29,81,59,70,-1,56,62,0,5,419,1931,0.0,29.35,3.7,8,5.4,0,0,0,1,0,0,0,80,63,72,55,62,0,7,0.0,29.41,3.9,8,5.9,0,0,0,1,0,0,0
2011-06-30,88,60,74,2,62,67,0,9,419,1931,0.005,29.28,8.2,17,9.4,0,0,0,1,0,0,0,89,66,78,61,67,0,13,0.03,29.34,9.2,16,10.6,0,0,0,0,1,1,1
2011-07-01,89,72,81,9,62,68,0,16,420,1931,0.0,29.24,14.3,18,14.9,0,0,0,1,0,0,0,89,70,80,63,68,0,15,0.01,29.31,10.4,18,10.8,0,0,0,0,1,1,0
2011-07-02,94,71,83,11,70,74,0,18,420,1931,0.0,29.25,3.9,24,8.3,1,0,0,0,0,0,0,93,73,83,71,74,0,18,0.0,29.31,3.1,23,7.5,1,0,0,0,0,0,0
2011-07-03,84,69,77,5,57,65,0,12,421,1931,0.0,29.28,4.7,2,5.9,0,0,0,1,0,0,0,86,70,78,58,65,0,13,0.0,29.33,4.4,3,6.1,0,0,0,1,0,0,0
2011-07-04,89,65,77,5,55,64,0,12,422,1930,0.0,29.26,2.9,5,4.3,0,0,0,1,0,0,0,88,68,78,53,63,0,13,0.0,29.32,3.3,7,4.5,0,0,0,0,0,0,0
2011-07-05,91,68,80,8,60,68,0,15,422,1930,0.0,29.25,5.2,28,6.2,0,0,0,1,0,0,0,92,67,80,59,68,0,15,0.0,29.31,4.9,26,5.6,0,0,0,1,0,0,0
2011-07-06,86,70,78,6,61,67,0,13,423,1930,0.005,29.27,5.7,4,7.5,0,0,0,1,0,0,0,87,71,79,60,67,0,14,0.0,29.33,5.9,4,7.3,0,0,0,1,0,0,0
2011-07-07,82,63,73,1,53,62,0,8,423,1930,0.005,29.22,5.1,7,6.2,0,0,0,0,1,0,0,81,66,74,55,63,0,9,0.07,29.28,5.7,7,7.1,0,0,0,0,1,0,0
2011-07-08,86,61,74,1,51,62,0,9,424,1929,0.0,29.17,5.1,6,6.0,0,0,0,1,0,0,0,86,65,76,52,63,0,11,0.0,29.22,5.2,4,6.5,0,0,0,1,0,0,0
2011-07-09,91,61,76,3,58,66,0,11,425,1929,0.0,29.21,5.2,19,5.9,0,0,0,1,0,0,0,90,67,79,60,68,0,14,0.0,29.27,5.4,18,6.5,0,0,0,1,0,0,0
2011-07-10,91,74,83,10,68,72,0,18,425,1929,0.005,29.18,9.3,19,9.7,0,0,1,0,0,0,0,91,75,83,67,72,0,18,0.005,29.23,7.8,19,8.1,0,0,1,0,0,0,0
2011-07-11,88,71,80,7,71,74,0,15,426,1928,0.39,29.12,5.5,25,8.5,0,0,1,0,0,0,0,90,70,80,70,74,0,15,0.13,29.18,5.3,24,8.0,1,0,0,0,0,0,1
2011-07-12,87,70,79,6,63,69,0,14,427,1928,0.01,29.25,5.6,2,7.7,0,0,0,0,1,0,0,88,71,80,64,69,0,15,0.01,29.31,4.5,4,7.0,0,0,0,0,1,0,0
2011-07-13,74,63,69,-4,57,62,0,4,428,1927,0.0,29.35,10.5,4,10.9,0,0,0,1,0,0,0,74,66,70,57,63,0,5,0.0,29.4,11.6,4,12.2,0,0,0,1,0,0,0
2011-07-14,82,59,71,-2,56,63,0,6,428,1927,0.0,29.3,6.5,10,8.0,0,0,0,1,0,0,0,82,65,74,56,63,0,9,0.0,29.35,7.3,9,8.7,0,0,0,1,0,0,0
2011-07-15,87,70,79,5,60,66,0,14,429,1926,0.005,29.27,5.4,9,6.7,0,0,0,1,0,0,0,86,71,79,60,67,0,14,0.0,29.33,6.2,10,6.8,0,0,0,1,0,0,0
2011-07-16,89,71,80,6,61,68,0,15,430,1925,0.005,29.32,3.4,19,4.3,0,0,0,0,1,0,0,90,74,82,60,68,0,17,0.0,29.38,2.5,19,2.7,0,0,0,1,0,0,0
2011-07-17,95,69,82,8,69,74,0,17,431,1925,0.0,29.35,6.2,22,6.4,0,0,0,1,0,0,0,95,74,85,69,74,0,20,0.0,29.41,6.8,23,7.2,0,0,0,1,0,0,0
2011-07-18,92,80,86,12,75,78,0,21,432,1924,0.01,29.23,10.6,25,10.8,0,0,1,0,1,0,0,93,81,87,74,77,0,22,0.005,29.29,11.2,24,11.7,0,0,1,0,0,0,0
2011-07-19,93,78,86,12,72,76,0,21,433,1923,0.0,29.17,4.5,7,6.2,0,0,0,1,0,0,0,92,79,86,73,77,0,21,0.0,29.23,3.2,6,6.6,1,0,0,0,0,0,0
2011-07-20,99,73,86,12,73,77,0,21,433,1923,0.02,29.08,9.0,23,10.7,1,0,1,0,0,0,0,100,77,89,73,77,0,24,0.0,29.15,7.6,23,9.9,0,0,0,0,0,1,0
2011-07-21,99,75,87,13,70,76,0,22,434,1922,0.02,29.1,6.2,28,8.8,0,0,0,0,0,1,0,101,82,92,72,77,0,27,0.0,29.16,5.3,26,10.0,0,0,0,1,0,0,0
2011-07-22,88,70,79,5,70,73,0,14,435,1921,1.55,29.18,1.7,9,9.0,1,0,0,0,1,1,1,100,71,86,70,74,0,21,0.14,29.23,3.8,10,8.2,1,0,0,0,0,1,1
2011-07-23,87,70,79,5,70,73,0,14,436,1920,6.86,29.23,0.8,30,5.3,1,0,0,0,1,1,1,87,70,79,70,73,0,14,0.04,29.28,0.7,20,4.9,1,0,0,0,1,0,1
2011-07-24,87,72,80,6,70,73,0,15,437,1919,0.18,29.26,1.5,23,6.4,1,0,0,0,0,1,1,87,72,80,69,72,0,15,0.02,29.32,0.7,20,5.7,0,0,0,0,0,1,1
2011-07-25,88,73,81,7,66,71,0,16,438,1918,0.0,29.2,3.4,32,6.5,0,0,0,1,0,0,0,90,73,82,67,71,0,17,0.01,29.25,2.1,35,6.1,0,0,0,1,0,0,0
2011-07-26,83,71,77,3,63,68,0,12,439,1918,0.0,29.18,6.3,5,8.5,0,0,0,1,0,0,0,85,72,79,62,68,0,14,0.01,29.23,5.9,6,8.0,0,0,0,1,0,0,0
2011-07-27,90,68,79,5,66,70,0,14,440,1917,0.71,29.13,6.2,16,9.5,0,0,0,0,0,1,1,92,72,82,66,71,0,17,0.005,29.21,6.0,16,9.9,1,0,0,0,0,1,0
2011-07-28,87,73,80,6,71,74,0,15,441,1916,0.7,29.2,3.2,23,6.8,1,0,0,0,1,0,1,88,74,81,71,74,0,16,0.005,29.26,3.3,21,6.8,0,0,0,0,1,1,0
2011-07-29,86,71,79,5,67,71,0,14,442,1915,0.7,29.28,4.3,4,5.9,1,0,0,0,0,0,0,86,74,80,69,72,0,15,0.36,29.34,3.5,4,5.6,1,0,0,0,0,0,1
2011-07-30,91,67,79,5,64,70,0,14,443,1914,0.0,29.35,2.4,13,3.4,0,0,0,1,0,0,0,91,68,80,65,71,0,15,0.0,29.41,2.0,11,3.4,0,0,0,1,0,0,0
2011-07-31,90,68,79,5,69,73,0,14,444,1913,0.0,29.35,4.9,25,5.0,0,0,0,1,0,0,0,91,73,82,69,73,0,17,0.0,29.41,4.5,23,5.0,0,0,0,1,0,0,0
2011-08-01,91,74,83,10,72,75,0,18,445,1911,0.0,29.28,4.2,27,4.9,0,0,0,1,0,0,0,91,76,84,71,75,0,19,0.0,29.33,3.1,25,5.9,1,0,1,0,0,0,0
2011-08-02,93,74,84,11,73,76,0,19,446,1910,0.43,29.04,8.3,21,9.1,0,0,0,1,0,0,0,93,74,84,73,77,0,19,0.28,29.1,8.0,20,8.5,0,0,1,0,0,1,1
2011-08-03,86,72,79,6,67,71,0,14,447,1909,0.0,29.11,6.9,2,8.0,0,0,0,1,0,0,0,87,73,80,66,71,0,15,0.0,29.16,9.6,1,10.3,1,0,0,0,0,0,0
2011-08-04,84,69,77,4,66,69,0,12,448,1908,0.0,29.25,5.3,5,6.0,0,0,0,1,0,0,0,82,69,76,67,70,0,11,0.0,29.3,4.8,5,6.7,0,0,0,1,0,0,0
2011-08-05,83,69,76,3,68,71,0,11,449,1907,0.005,29.21,4.0,5,5.5,0,0,0,0,1,0,0,84,70,77,68,71,0,12,0.005,29.26,5.2,7,6.0,0,0,0,1,0,0,0
2011-08-06,85,72,79,6,70,72,0,14,450,1906,0.18,29.1,2.5,5,4.0,1,0,0,0,1,0,0,85,73,79,70,72,0,14,0.69,29.15,1.3,3,3.7,1,0,0,0,1,0,0
2011-08-07,86,68,77,4,69,71,0,12,451,1904,0.75,29.03,4.6,27,6.4,1,0,0,0,0,0,1,87,70,79,69,72,0,14,0.49,29.09,3.6,26,5.6,1,0,1,0,1,0,0
2011-08-08,80,68,74,1,67,69,0,9,452,1903,0.63,29.0,4.0,4,6.2,1,0,0,0,1,0,0,80,69,75,67,70,0,10,0.29,29.06,2.8,6,5.8,1,0,0,0,1,0,1
2011-08-09,80,64,72,-1,61,66,0,7,453,1902,0.0,28.97,10.8,28,11.1,1,0,0,0,0,0,0,82,66,74,61,66,0,9,0.01,29.03,11.0,27,11.6,1,0,0,0,0,0,0
2011-08-10,77,61,69,-4,54,61,0,4,454,1900,0.0,29.14,7.3,31,8.7,0,0,0,1,0,0,0,78,62,70,54,61,0,5,0.0,29.2,4.4,31,8.0,0,0,0,1,0,0,0
2011-08-11,81,57,69,-4,54,61,0,4,455,1859,0.0,29.25,2.0,24,3.0,0,0,0,1,0,0,0,81,60,71,54,61,0,6,0.0,29.31,2.7,23,4.2,0,0,0,1,0,0,0
2011-08-12,81,60,71,-2,59,64,0,6,456,1858,0.0,29.22,8.3,19,8.5,0,0,0,1,0,0,0,82,65,74,57,64,0,9,0.0,29.28,8.2,19,8.4,0,0,0,1,0,0,0
2011-08-13,83,62,73,0,64,66,0,8,457,1856,0.75,29.15,3.6,27,6.7,0,0,0,0,1,0,0,84,66,75,63,66,0,10,0.93,29.2,5.3,24,7.8,1,0,0,0,1,1,1
2011-08-14,75,62,69,-3,60,63,0,4,458,1855,0.005,29.24,10.4,36,11.7,0,0,0,0,1,0,0,75,62,69,60,63,0,4,0.01,29.29,11.7,35,12.6,0,0,0,0,1,0,0
2011-08-15,82,57,70,-2,55,62,0,5,459,1854,0.0,29.28,2.4,2,4.9,0,0,0,1,0,0,0,80,59,70,55,62,0,5,0.0,29.33,2.7,5,5.2,0,0,0,1,0,0,0
2011-08-16,85,61,73,1,58,64,0,8,500,1852,0.0,29.32,2.9,18,3.9,0,0,0,1,0,0,0,83,63,73,56,63,0,8,0.0,29.38,2.3,18,3.0,0,0,0,1,0,0,0
2011-08-17,83,62,73,1,63,67,0,8,501,1851,0.0,29.31,5.6,22,6.0,0,0,0,1,0,0,0,83,65,74,61,67,0,9,0.0,29.36,6.0,21,6.2,0,0,0,1,0,0,0
2011-08-18,84,67,76,4,60,66,0,11,502,1849,0.0,29.23,2.3,4,5.2,0,0,0,1,0,0,0,85,71,78,62,67,0,13,0.0,29.28,2.8,7,5.2,0,0,1,0,0,0,0
2011-08-19,87,64,76,5,63,68,0,11,503,1848,0.0,29.18,3.3,14,5.2,0,0,0,1,0,0,0,86,67,77,62,68,0,12,0.0,29.23,4.7,13,5.8,0,0,0,1,0,0,0
2011-08-20,80,66,73,2,67,69,0,8,504,1846,1.11,29.22,1.3,21,3.4,1,0,0,0,1,0,0,79,68,74,67,69,0,9,0.39,29.28,2.0,16,4.9,1,0,0,0,1,0,1
2011-08-21,80,64,72,1,58,63,0,7,505,1845,0.005,29.26,8.0,32,8.5,0,0,0,0,1,0,0,81,66,74,58,64,0,9,0.01,29.32,7.0,32,7.6,1,0,0,0,1,0,0
2011-08-22,82,59,71,0,59,64,0,6,506,1843,0.0,29.3,1.6,26,4.1,0,0,0,1,0,0,0,82,61,72,59,64,0,7,0.0,29.36,0.7,8,3.5,0,0,0,1,0,0,0
2011-08-23,73,62,68,-3,63,65,0,3,508,1842,0.65,29.1,9.1,20,9.8,1,0,0,0,0,0,1,74,66,70,62,65,0,5,0.4,29.18,8.4,20,9.5,1,0,0,0,1,0,1
2011-08-24,92,69,81,10,65,70,0,16,509,1840,0.0,28.99,8.2,27,10.7,1,0,0,0,0,0,0,91,70,81,65,70,0,16,0.0,29.05,8.1,25,11.0,0,0,0,1,0,0,0
2011-08-25,83,64,74,4,59,64,0,9,510,1839,0.0,29.26,4.1,36,7.3,0,0,0,1,0,0,0,80,65,73,59,64,0,8,0.0,29.33,3.1,2,7.0,0,0,0,1,0,0,0
2011-08-26,83,59,71,1,58,63,0,6,511,1837,0.0,29.26,1.9,26,3.3,0,0,0,1,0,0,0,83,61,72,58,64,0,7,0.0,29.32,1.2,20,3.4,0,0,0,1,0,0,0
2011-08-27,81,64,73,3,62,66,0,8,512,1835,0.0,29.21,8.2,2,9.2,0,0,0,1,0,0,0,83,67,75,61,66,0,10,0.0,29.26,8.1,1,9.3,0,0,0,1,0,0,0
2011-08-28,77,61,69,-1,57,61,0,4,513,1834,0.0,29.22,7.0,2,7.9,0,0,0,1,0,0,0,77,61,69,55,61,0,4,0.0,29.26,8.5,1,9.2,0,0,0,1,0,0,0
2011-08-29,79,59,69,-1,56,62,0,4,514,1832,0.0,29.31,1.4,2,3.5,0,0,0,1,0,0,0,78,61,70,57,62,0,5,0.0,29.36,1.1,6,4.2,0,0,0,1,0,0,0
2011-08-30,76,61,69,-1,56,62,0,4,515,1831,0.04,29.33,5.3,15,6.3,0,0,0,0,1,0,0,79,64,72,54,61,0,7,0.02,29.38,5.9,15,6.8,0,0,0,0,1,0,0
2011-08-31,87,65,76,7,64,68,0,11,516,1829,0.005,29.23,5.4,17,8.3,0,0,0,0,1,0,0,88,65,77,64,69,0,12,0.05,29.29,5.4,17,7.4,0,0,0,1,0,0,0
2011-09-01,93,71,82,14,71,75,0,17,517,1827,0.0,29.2,5.2,21,5.9,0,0,0,1,0,0,0,94,74,84,70,75,0,19,0.0,29.26,5.8,21,6.3,0,0,0,1,0,0,0
2011-09-02,92,76,84,16,69,74,0,19,518,1826,0.0,29.18,4.9,22,7.4,0,0,1,0,0,0,0,94,79,87,69,74,0,22,0.005,29.24,4.0,20,6.6,0,0,0,1,0,0,0
2011-09-03,89,69,79,11,67,71,0,14,519,1824,0.02,29.16,2.5,29,6.2,1,0,1,0,1,0,0,87,71,79,68,71,0,14,0.15,29.21,1.2,20,5.7,0,0,0,1,0,0,0
2011-09-04,73,58,66,-2,54,60,0,1,520,1822,0.0,29.24,10.5,32,11.5,0,0,0,1,0,0,0,74,60,67,55,61,0,2,0.005,29.29,10.7,32,11.5,0,0,0,0,1,0,0
2011-09-05,65,52,59,-8,45,52,6,0,521,1821,0.0,29.39,14.2,1,14.8,0,0,0,1,0,0,0,67,53,60,46,53,5,0,0.005,29.43,15.9,36,16.6,0,0,0,1,0,0,0
2011-09-06,66,51,59,-8,46,52,6,0,522,1819,0.0,29.44,9.5,3,10.1,0,0,0,1,0,0,0,66,57,62,47,54,3,0,0.0,29.49,13.8,4,14.3,0,0,0,1,0,0,0
2011-09-07,70,52,61,-6,47,54,4,0,523,1817,0.0,29.42,10.2,1,10.8,0,0,0,1,0,0,0,70,58,64,47,55,1,0,0.0,29.47,12.4,2,13.3,0,0,0,1,0,0,0
2011-09-08,75,57,66,0,53,59,0,1,524,1815,0.005,29.34,13.0,2,13.4,0,0,0,0,1,0,0,74,62,68,54,59,0,3,0.06,29.36,14.9,2,15.2,1,1,0,0,1,0,0
2011-09-09,72,60,66,0,60,62,0,1,525,1814,0.02,29.23,8.2,4,8.3,0,0,0,0,1,0,0,72,64,68,61,63,0,3,0.11,29.28,7.9,4,8.4,1,0,0,0,1,0,0
2011-09-10,78,56,67,1,59,62,0,2,526,1812,0.0,29.29,0.9,14,3.1,1,0,0,0,0,0,0,76,58,67,60,63,0,2,0.01,29.34,0.9,14,2.0,1,0,0,0,0,0,0
2011-09-11,83,57,70,5,59,63,0,5,527,1810,0.0,29.27,5.1,27,5.5,1,0,0,0,0,0,0,83,60,72,59,64,0,7,0.0,29.33,4.3,25,4.7,1,0,0,0,0,0,0
2011-09-12,86,64,75,10,59,65,0,10,528,1809,0.0,29.18,10.5,23,10.9,0,0,0,1,0,0,0,86,64,75,59,65,0,10,0.0,29.24,9.2,23,9.3,0,0,0,1,0,0,0
